,name,lastName,uri,worthChange,age,source_x,industry,gender,country,realTimeWorth,source_y,Source of Wealth,Residence,Citizenship,Marital Status,Children,Education,Self-Made Score,Philanthropy Score,self_made
2557,Arkady Volozh,Volozh,arkady-volozh,-45.226,57.0,search engine,Media & Entertainment,M,Russia,2410.054,"['search engine', ' Self Made']","search engine, Self Made","Moscow, Russia",Russia,Married,3,"Master of Science, Gubkin Russian State University of Oil and Gas",,,True
2558,Lang Walker,Walker,lang-walker,6.378,76.0,real estate,Real Estate,M,Australia,2195.754,"['real estate', ' Self Made']","real estate, Self Made","Sydney, Australia",Australia,Married,3,"Diploma, High School",,,True
2559,Wei Shaojun,Wei,wei-shaojun,-0.231,58.0,real estate,Real Estate,M,China,1337.704,"['real estate', ' Self Made']","real estate, Self Made","Baoding, China",China,,,,,,True
2560,Farris Wilks,Wilks,farris-wilks,-0.437,69.0,natural gas,Energy,M,United States,1300.366,"['natural gas', ' Self Made']","natural gas, Self Made","Cisco, Texas",United States,Married,11,"Diploma, High School",,,True
2561,Thomas Wu,Wu,thomas-wu,10.056,71.0,finance,Finance & Investments,M,Taiwan,2129.276,['finance'],finance,"Taipei, Taiwan",Taiwan,Married,2,"Bachelor of Arts/Science, Fu Jen Catholic University; Master of Business Administration, University of California, Los Angeles",,,False
2562,Xiang Guangda,Xiang,xiang-guangda,0.0,63.0,metals,Metals & Mining,M,China,1220.0,"['metals', ' Self Made']","metals, Self Made","Wenzhou, China",China,,,,,,True
2563,Xu Yingzhuo,Xu,xu-yingzhuo,7.583,53.0,agribusiness,Food & Beverage,M,China,2701.241,"['agribusiness', ' Self Made']","agribusiness, Self Made","Guangzhou, China",China,,,,,,True
2564,Yang Keng,Yang,yang-keng,,60.0,real estate,Real Estate,M,China,,"['real estate', ' Self Made']","real estate, Self Made","Chengdu, China",China,Married,,"Bachelor of Arts/Science, Sichuan University",,,True
2565,Yao Kuizhang,Yao,yao-kuizhang,25.241,56.0,beverages,Food & Beverage,M,China,1975.323,"['beverages', ' Self Made']","beverages, Self Made","Hengshui, China",China,,,,,,True
2566,Gang Ye,Ye,gang-ye,-294.534,41.0,gaming,Media & Entertainment,M,Singapore,8997.85,"['gaming', ' Self Made']","gaming, Self Made","Singapore, Singapore",Singapore,Married,2,"Bachelor of Science, Carnegie Mellon",,,True
2567,Yi Dasheng,Yi,yi-dasheng,0.0,60.0,conglomerate,Diversified,M,China,1511.474,"['conglomerate', ' Self Made']","conglomerate, Self Made","Changsha, China",China,,,,,,True
2568,Yu Rong,Yu,yu-rong,13.977,49.0,health clinics,Healthcare,M,China,1165.398,"['health clinics', ' Self Made']","health clinics, Self Made","Shanghai, China",China,,,,,,True
2569,Zeng Xiaoshan,Zeng,zeng-xiaoshan,,76.0,aluminum,Metals & Mining,M,China,,"['aluminum', ' Self Made']","aluminum, Self Made","Shaoyang, China",China,,,,,,True
2570,Zhang Guiping,Zhang,zhang-guiping,31.659,70.0,real estate,Real Estate,M,China,1795.54,"['real estate', ' Self Made']","real estate, Self Made","Nanjing, China",China,Married,1,"Bachelor of Arts/Science, South East University",,,True
2571,Zhong Sheng Jian,Zhong,zhong-sheng-jian,0.0,63.0,real estate,Real Estate,M,Singapore,1553.152,"['real estate', ' Self Made']","real estate, Self Made","Singapore, Singapore",Singapore,Married,5,,,,True
2572,Zhou Ping,Zhou,zhou-ping,,58.0,utilities,Service,M,China,,"['utilities', ' Self Made']","utilities, Self Made","Shenzhen, China",China,,,,,,True
2573,Boris Zingarevich,Zingarevich,boris-zingarevich,0.0,62.0,"pulp and paper, diversified",Diversified,M,Russia,1082.91,"['pulp and paper', ' diversified', ' Self Made']","pulp and paper, diversified, Self Made","Saint Petersburg, Russia",Russia,Married,2,"Master of Science, Leningrad Technological Institute of Pulp and Paper Industry",,,True
2574,Alexandra Andresen,Andresen,alexandra-andresen,0.0,25.0,investments,Diversified,F,Norway,1310.325,['investments'],investments,"Oslo, Norway",Norway,Single,,,,,False
2575,Katharina Andresen,Andresen,katharina-andresen,0.0,26.0,investments,Diversified,F,Norway,1310.325,['investments'],investments,"Oslo, Norway",Norway,Single,,,,,False
2576,Acharya Balkrishna,Balkrishna,acharya-balkrishna,0.0,49.0,consumer goods,Food & Beverage,M,India,2196.0,"['consumer goods', ' Self Made']","consumer goods, Self Made","Haridwar, India",India,Single,,,,,True
2577,Binny Bansal,Bansal,binny-bansal,0.0,39.0,flipkart,Technology,M,India,1270.2,"['flipkart', ' Self Made']","flipkart, Self Made","Singapore, Singapore",India,Married,2,"Bachelor of Science in Engineering, Indian Institute of Technology",,,True
2578,Samuel Barata,Barata,samuel-barata,0.0,83.0,drugstores,Fashion & Retail,M,Brazil,1454.779,"['drugstores', ' Self Made']","drugstores, Self Made","Rio de Janeiro, Brazil",Brazil,Married,,,,,True
2579,Sabrina Benetton,Benetton,sabrina-benetton,9.35,48.0,"fashion retail, investments",Fashion & Retail,F,Italy,1887.784,"['fashion retail', ' investments']","fashion retail, investments","Treviso, Italy",Italy,Married,3,,,,False
2580,Aldo Bensadoun,Bensadoun,aldo-bensadoun,,82.0,shoes,Fashion & Retail,M,Canada,,"['shoes', ' Self Made']","shoes, Self Made","Montreal, Canada",Canada,Married,3,,,,True
2581,Zadik Bino,Bino,zadik-bino,-2.94,77.0,"banking, oil",Diversified,M,Israel,1613.029,"['banking', ' oil', ' Self Made']","banking, oil, Self Made","Tel Aviv, Israel",Israel,Married,3,"Diploma, High School",,,True
2582,Markus Blocher,Blocher,markus-blocher,-80.285,50.0,chemicals,Manufacturing,M,Switzerland,3477.153,['chemicals'],chemicals,"Wilen bei Wollerau, Switzerland",Switzerland,,7,,,,False
2583,Brett Blundy,Blundy,brett-blundy,-19.939,61.0,"retail, agribusiness",Fashion & Retail,M,Australia,2169.116,"['retail', ' agribusiness', ' Self Made']","retail, agribusiness, Self Made","Paradise Island, Bahamas",Australia,Married,2,,,,True
2584,Dmitry Bosov,Bosov,dmitry-bosov,,53.0,coal mining,Metals & Mining,M,Russia,,"['coal mining', ' Self Made']","coal mining, Self Made",,Russia,,,"Master of Science in Engineering, Bauman Moscow State Technical University",,,True
2585,Oleg Boyko,Boyko,oleg-boyko,0.0,57.0,diversified,Diversified,M,Russia,1268.42,"['diversified', ' Self Made']","diversified, Self Made","Lipperswil, Switzerland",Russia,Single,,"Master of Science, Moscow Aviation University; Master of Business Administration, Russian National Academy of National Economy and Public Administration",,,True
2586,Cai Hongbin,Cai,cai-hongbin,0.0,,pharmaceuticals,Healthcare,M,China,1166.21,"['pharmaceuticals', ' Self Made']","pharmaceuticals, Self Made","Lianyungang, China",China,,,,,,True
2587,Cao Jisheng,Cao,cao-jisheng,,61.0,poultry,Food & Beverage,M,China,,"['poultry', ' Self Made']","poultry, Self Made","Yantai, China",China,,,"Master of Business Administration, China Europe International Business School",,,True
2588,Chang Yun Chung,Chang,chang-yun-chung,,103.0,shipping,Logistics,M,Singapore,,"['shipping', ' Self Made']","shipping, Self Made",,Singapore,,14,,,,True
2589,Jeffrey Cheah,Cheah,jeffrey-cheah,-7.288,76.0,property,Real Estate,M,Malaysia,1363.884,"['property', ' Self Made']","property, Self Made","Kuala Lumpur, Malaysia",Malaysia,Married,3,"Bachelor of Arts/Science, Victoria University",,,True
2590,Chen Qixing,Chen,chen-qixing,119.295,62.0,electronics components,Technology,M,China,1389.392,"['electronics components', ' Self Made']","electronics components, Self Made","Shenzhen, China",China,,,,,,True
2591,Chen Rui,Chen,chen-rui,-53.414,43.0,online entertainment,Media & Entertainment,M,China,2993.944,"['online entertainment', ' Self Made']","online entertainment, Self Made","Shanghai, China",China,,,,,,True
2592,Chua Thian Poh,Chua,chua-thian-poh,-3.678,73.0,real estate,Real Estate,M,Singapore,1323.09,"['real estate', ' Self Made']","real estate, Self Made","Singapore, Singapore",Singapore,Married,4,,,,True
2593,Alberto Cortina,Cortina,alberto-cortina,-4.845,75.0,investments,Finance & Investments,M,Spain,1326.261,"['investments', ' Self Made']","investments, Self Made","Madrid, Spain",Spain,Married,4,"Doctor of Jurisprudence, Universidad Complutense de Madrid",,,True
2594,Cui Genliang,Cui,cui-genliang,,63.0,electric components,Manufacturing,M,China,,"['electric components', ' Self Made']","electric components, Self Made","Suzhou, China",China,Married,1,,,,True
2595,Dai Wenjun,Dai,dai-wenjun,,53.0,food,Food & Beverage,M,China,,"['food', ' Self Made']","food, Self Made","Changsha, China",China,,,,,,True
2596,Henry Davis,Davis,henry-davis,0.0,70.0,beef processing,Food & Beverage,M,United States,2288.0,['beef processing'],beef processing,"Omaha, Nebraska",United States,Divorced,,"Bachelor of Arts/Science, University of Denver",,,False
2597,Pedro de Godoy Bueno,de Godoy Bueno,pedro-de-godoy-bueno,,31.0,health insurance,Healthcare,M,Brazil,,['health insurance'],health insurance,"Sao Paulo, Brazil",Brazil,Married,,,,,False
2598,Camilla de Godoy Bueno Grossi,de Godoy Bueno Grossi,camilla-de-godoy-bueno-grossi,,43.0,medical labs,Healthcare,F,Brazil,,['medical labs'],medical labs,"London, United Kingdom",Brazil,Married,,,,,False
2599,Benjamin de Rothschild,de Rothschild,benjamin-de-rothschild,,58.0,banking,Finance & Investments,M,Switzerland,,['banking'],banking,,Switzerland,,4,,,,False
2600,Diego Della Valle,Della Valle,diego-della-valle,0.801,67.0,shoes,Fashion & Retail,M,Italy,1543.796,['shoes'],shoes,"Sant'' Elpidio A Mare, Italy",Italy,Married,2,,,,False
2601,Sefik Yilmaz Dizdar,Dizdar,sefik-yilmaz-dizdar,,83.0,fashion retail,Fashion & Retail,M,Turkey,,"['fashion retail', ' Self Made']","fashion retail, Self Made","Istanbul, Turkey",Turkey,Married,,,,,True
2602,Domenico Dolce,Dolce,domenico-dolce,0.0,63.0,luxury goods,Fashion & Retail,M,Italy,1283.551,"['luxury goods', ' Self Made']","luxury goods, Self Made","Milan, Italy",Italy,Single,,,,,True
2603,Marek Dospiva,Dospiva,marek-dospiva,0.0,52.0,investments,Finance & Investments,M,Czechia,1122.876,"['investments', ' Self Made']","investments, Self Made","Prague, Czechia",Czechia,Divorced,,,,,True
2604,Du Shuanghua,Du,du-shuanghua,0.0,56.0,steel,Manufacturing,M,China,1322.127,"['steel', ' Self Made']","steel, Self Made","Hengshui, China",China,,,,,,True
2605,Faruk Eczacibasi,Eczacibasi,faruk-eczacibasi,,67.0,"pharmaceuticals, diversified",Diversified,M,Turkey,,"['pharmaceuticals', ' diversified']","pharmaceuticals, diversified","Istanbul, Turkey",Turkey,Married,2,,,,False
2606,Sandeep Engineer,Engineer,sandeep-engineer,-10.188,60.0,plastic pipes,Manufacturing,M,India,2947.348,"['plastic pipes', ' Self Made']","plastic pipes, Self Made","Ahmedabad, India",India,Married,2,,,,True
2607,Benedicte Find,Find,benedicte-find,6.09,,medical devices,Healthcare,F,Denmark,1375.205,['medical devices'],medical devices,"Copenhagen, Denmark",Denmark,,,,,,False
2608,Paul Fireman,Fireman,paul-fireman,0.0,77.0,Reebok,Fashion & Retail,M,United States,1142.2,"['Reebok', ' Self Made']","Reebok, Self Made","Brookline, Massachusetts",United States,Married,3,,,,True
2609,Donald Foss,Foss,donald-foss,-28.009,77.0,auto loans,Automotive,M,United States,2094.963,"['auto loans', ' Self Made']","auto loans, Self Made","Farmington Hills, Michigan",United States,Married,2,,,,True
2610,Donald Friese,Friese,donald-friese,0.0,81.0,manufacturing,Manufacturing,M,United States,1100.22,"['manufacturing', ' Self Made']","manufacturing, Self Made","Los Angeles, California",United States,Married,,,10,,True
2611,Soichiro Fukutake,Fukutake,soichiro-fukutake,-1.449,75.0,education,Service,M,Japan,1074.729,['education'],education,"Auckland, New Zealand",Japan,Married,1,"Bachelor of Arts/Science, Waseda University",,,False
2612,Stefano Gabbana,Gabbana,stefano-gabbana,0.0,59.0,luxury goods,Fashion & Retail,M,Italy,1283.551,"['luxury goods', ' Self Made']","luxury goods, Self Made","Milan, Italy",Italy,Single,,"Bachelor of Arts/Science, Istituto Superiore di Industrie Artistiche",,,True
2613,Franco Bittar Garcia,Garcia,franco-bittar-garcia,,37.0,retailing,Fashion & Retail,M,Brazil,,['retailing'],retailing,"Franca, Brazil",Brazil,Single,,,,,False
2614,Gaston Glock,Glock,gaston-glock,0.0,92.0,guns,Manufacturing,M,Austria,1068.676,"['guns', ' Self Made']","guns, Self Made","Velden am Wörther See, Austria",Austria,Married,3,,,,True
2615,David Golub,Golub,david-golub,0.0,59.0,private equity,Finance & Investments,M,United States,1100.0,"['private equity', ' Self Made']","private equity, Self Made","New York, New York",United States,,,"Bachelor of Arts/Economics, Harvard College; Master of Philosophy, Oxford University; Master of Business Administration, Stanford Business School",7,,True
2616,Patrick Hanrahan,Hanrahan,patrick-hanrahan,-15.064,66.0,software,Technology,M,United States,2141.361,"['software', ' Self Made']","software, Self Made","Portola Valley, California",United States,,,"Bachelor of Science, University of Wisconsin Madison; Ph.D, University of Wisconsin Madison",,,True
2617,Fahed Hariri,Hariri,fahed-hariri,0.0,40.0,"construction, investments",Construction & Engineering,M,Lebanon,1191.13,"['construction', ' investments']","construction, investments","London, United Kingdom",Lebanon,Married,3,,,,False
2618,Alfredo Harp Helu,Harp Helu,alfredo-harp-helu,-0.664,77.0,banking,Finance & Investments,M,Mexico,1216.209,"['banking', ' Self Made']","banking, Self Made","Mexico City, Mexico",Mexico,Married,4,,,,True
2619,Lutz Mario Helmig,Helmig,lutz-mario-helmig,0.009,75.0,hospitals,Healthcare,M,Germany,1938.163,"['hospitals', ' Self Made']","hospitals, Self Made","Grebenhain, Germany",Germany,Married,2,,,,True
2620,Hou Juncheng,Hou,hou-juncheng,147.518,56.0,cosmetics,Healthcare,M,China,2403.167,"['cosmetics', ' Self Made']","cosmetics, Self Made","Hangzhou, China",China,,,,,,True
2621,Hu Chengzhong,Hu,hu-chengzhong,-0.138,60.0,manufacturing,Manufacturing,M,China,1707.23,"['manufacturing', ' Self Made']","manufacturing, Self Made","Wenzhou, China",China,,,,,,True
2622,Huang Guanlin,Huang,huang-guanlin,-3.803,56.0,"textiles, apparel",Fashion & Retail,M,China,2154.548,"['textiles', ' apparel', ' Self Made']","textiles, apparel, Self Made","Ningbo, China",China,,,"Bachelor of Engineering, Zhejiang University of Technology",,,True
2623,Mohammed Ibrahim,Ibrahim,mohammed-ibrahim,0.0,75.0,communications,Telecom,M,United Kingdom,1125.0,"['communications', ' Self Made']","communications, Self Made","London, United Kingdom",United Kingdom,Married,2,"Bachelor of Arts/Science, University of Alexandria; Ph.D, University of Birmingham; Master, University of Bradford",,,True
2624,Thomas James,James,thomas-james,-17.855,79.0,finance,Finance & Investments,M,United States,2158.663,['finance'],finance,"Saint Petersburg, Florida",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University; Doctor of Jurisprudence, Stetson University",,,False
2625,Jiang Yintai,Jiang,jiang-yintai,32.854,71.0,auto parts,Automotive,M,China,2035.149,"['auto parts', ' Self Made']","auto parts, Self Made","Shanghai, China",China,Married,,,,,True
2626,Richard Kayne,Kayne,richard-kayne,-0.074,75.0,investments,Finance & Investments,M,United States,1091.272,"['investments', ' Self Made']","investments, Self Made","Santa Monica, California",United States,Married,3,"Bachelor of Arts/Science, Stanford University; Master of Business Administration, University of California, Los Angeles",,,True
2627,Kim Jung-woong,Kim,kim-jung-woong,0.0,46.0,cosmetics,Fashion & Retail,M,South Korea,1129.019,"['cosmetics', ' Self Made']","cosmetics, Self Made","Seoul, South Korea",South Korea,Married,1,"Associate in Arts/Science, Daelim University",,,True
2628,Koh Wee Meng,Koh,koh-wee-meng,0.534,58.0,"real estate, hotels",Real Estate,M,Singapore,1058.822,"['real estate', ' hotels', ' Self Made']","real estate, hotels, Self Made","Singapore, Singapore",Singapore,Married,1,,,,True
2629,Koo Kwang-mo,Koo,koo-kwang-mo,44.842,43.0,LG,Diversified,M,South Korea,2066.661,['LG'],LG,"Seoul, South Korea",South Korea,Married,,"Bachelor of Arts/Science, Rochester Institute of Technology; Master, Stanford Graduate School of Business",,,False
2630,Yuriy Kosiuk,Kosiuk,yuriy-kosiuk,,53.0,agribusiness,Food & Beverage,M,Ukraine,,"['agribusiness', ' Self Made']","agribusiness, Self Made","Kiev, Ukraine",Ukraine,Married,1,"Bachelor of Science in Engineering, Kiev Food Industry Institute",,,True
2631,Eiichi Kuriwada,Kuriwada,eiichi-kuriwada,32.364,75.0,package delivery,Logistics,M,Japan,2249.356,"['package delivery', ' Self Made']","package delivery, Self Made","Osaka, Japan",Japan,Married,3,"High School Graduate, Arai High School",,,True
2632,Guy Laliberté,Laliberté,guy-laliberte,0.0,61.0,Cirque du Soleil,Media & Entertainment,M,Canada,1200.9,"['Cirque du Soleil', ' Self Made']","Cirque du Soleil, Self Made","Montreal, Canada",Canada,In Relationship,5,,,,True
2633,Lee Hae-jin,Lee,lee-hae-jin,3.767,54.0,Internet,Technology,M,South Korea,2471.932,"['Internet', ' Self Made']","Internet, Self Made","Seoul, South Korea",South Korea,Married,2,"Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University",,,True
